Name of movie,Year of release,Watchtime,Genre,Classification,Movie Rating,Metascore,Votes,Gross collection,Des,id,keywords
The Greatest Showman,2017,105,"Biography, Drama, Musical",PG,7.5,48,"309,827","435,732,529",Celebrates the birth of show business and tells of a visionary who rose from nothing to create a spectacle that became a worldwide sensation.,,"claustrophobia, hidden camera, dystopia, reality show, make believe, pretend"
Smurfs: The Lost Village,2017,90,"Animation, Adventure, Comedy",PG,6,40,"24,037","197,183,546","A mysterious map sets Smurfette and her friends Brainy, Clumsy and Hefty on an exciting race through the Forbidden Forest, leading to the discovery of the biggest secret in Smurf history.",137116,"sequel, kids"
Journey to the West: The Demons Strike Back,2017,109,"Adventure, Comedy, Fantasy",PG-13,5.4,59,"3,553","247,585,244",A monk and his three disciples continue on their journey to battle demons.,,"folklore, demon hunter"
It,2017,135,Horror,R,7.3,69,"602,853","704,242,551","In the summer of 1989, a group of bullied kids band together to destroy a shape-shifting monster, which disguises itself as a clown and preys on the children of Derry, their small Maine town.",,"1970s, secret, alien, train crash, pistol, firecracker, duringcreditsstinger"
Kung Fu Yoga,2017,107,"Action, Adventure, Comedy",Not Rated,5.2,50,"11,272","257,753,889","Two professors team up to locate a lost treasure and embark on an adventure that takes them from a Tibetan ice cave to Dubai, and to a mountain temple in India.",383785,suspense
Annabelle: Creation,2017,109,"Horror, Mystery, Thriller",R,6.5,62,"150,161","306,592,201","Twelve years after the tragic death of their little girl, a doll-maker and his wife welcome a nun and several girls from a shuttered orphanage into their home, where they become the target of the doll-maker's possessed creation, Annabelle.",,"prequel, evil doll, killer doll, spin off, doll, demonic possession, killer toys, toy comes to life"
Coco,2017,105,"Animation, Adventure, Drama",PG,8.4,81,"586,105","814,337,054","Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",,"china, monster, archer, female soldier, explosion, period drama, british soldier, great wall of china, 3d, 15th century, female general"
The Ex-File 3: Return of the Exes,2017,120,"Comedy, Romance",PG-13,5.5,,567,"307,592,427",A couples relationship is tested by the untimely appearances of their exes!,,"graduation, ex husband, woman director"
The Hitman's Bodyguard,2017,118,"Action, Comedy, Crime",R,6.9,47,"246,294","183,428,689","One of the world's top bodyguards gets a new client, a world class hitman who must testify at the International Criminal Court. They must put their differences aside and work together to make it to the trial alive and on time.",,"sister sister relationship, anonymous letter, diva, bodyguard, oscar award, los angeles"
Valerian and the City of a Thousand Planets,2017,136,"Action, Adventure, Fantasy",PG-13,6.4,51,"196,198","225,973,340","A dark force threatens Alpha, a vast metropolis and home to species from a thousand planets. Special operatives Valerian and Laureline must race to identify the marauding menace and safeguard not just Alpha, but the future of the universe.",339964,"shapeshifting, future, utopia, space travel, diversity, based on comic, alien, alien planet, independent film, energy, alien abduction, genocide, parallel world, political intrigue , pacifist, space opera, military, government agent, marketplace, trapped in space, federal government, unity, cosmopolis"
Guardians of the Galaxy Vol. 2,2017,136,"Action, Adventure, Comedy",PG-13,7.6,67,"756,225","863,756,051","The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father, the ambitious celestial being Ego.",283995,"sequel, superhero, based on comic, misfit, space, outer space, aftercreditsstinger, duringcreditsstinger"
Ferdinand,2017,108,"Animation, Adventure, Comedy",PG,6.7,58,"63,284","296,069,199","After Ferdinand, a bull with a big heart, is mistaken for a dangerous beast, he is captured and torn from his home. Determined to return to his family, he rallies a misfit team on the ultimate adventure.",,"culture clash, future, space war, space colony, society, space travel, futuristic, romance, space, alien, tribe, alien planet, cgi, marine, soldier, battle, love affair, anti war, power relations, mind and soul, 3d"
The Lego Batman Movie,2017,104,"Animation, Action, Adventure",PG,7.3,75,"171,644","312,336,671","A cooler-than-ever Bruce Wayne must deal with the usual suspects as they plan to rule Gotham City, while discovering that he has accidentally adopted a teenage orphan who wishes to become his sidekick.",324849,"superhero, based on comic, based on toy, spin off, super powers, dead parents, lego, batman"
Resident Evil: The Final Chapter,2016,107,"Action, Horror, Sci-Fi",R,5.5,49,"100,548","312,242,626","Alice returns to where the nightmare began: The Hive in Raccoon City, where the Umbrella Corporation is gathering its forces for a final strike against the only remaining survivors of the apocalypse.",173897,"helicopter, monster, underground, mutant, post-apocalyptic, dystopia, sequel, end of the world, female soldier, woman with gun, resident evil, zombie, armageddon, pistol, based on video game, heroine, sci-fi thriller"
Rogue One: A Star Wars Story,2016,133,"Action, Adventure, Sci-Fi",PG-13,7.8,65,"683,918","1,058,682,142","In a time of conflict, a group of unlikely heroes band together on a mission to steal the plans to the Death Star, the Empire's ultimate weapon of destruction.",330459,"rebel, space battle, space travel, war, prequel, spaceship, space, alien, death star, jedi, rebellion, female protagonist, space western, gunfight, suicide mission, robot, spin off, laser gun, space opera, alien language, against the odds, blind man"
Zootopia,2016,108,"Animation, Action, Comedy",PG,8,78,"543,404","1,025,521,689","In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.",269149,"fox, prejudice, conspiracy, urban, female protagonist, anthropomorphism, rabbit, rookie cop, missing person, injustice, stereotype, discrimination, 3d, animals"
Independence Day: Resurgence,2016,120,"Action, Adventure, Sci-Fi",PG-13,5.2,32,"188,278","389,681,935","Two decades after the first Independence Day invasion, Earth is faced with a new extra-Solar threat. But will mankind's new space defenses be enough?",47933,"alternate history, alien invasion"
From Vegas to Macau III,2016,113,"Comedy, Drama",C16,2.6,,"3,334","181,732,879","Ken is holding a wedding ceremony in Macau for her daughter, Rainbow, who is marrying his protege, Vincent. Ken's best buddies, Vic and Mark, are invited to the wedding. On the wedding day ...                See full summary »",,"karaoke, marriage proposal, new love, love of one's life, kiss, man-woman relation, secret love, wedding"
Deadpool,2016,108,"Action, Comedy",R,8,65,"1,120,221","782,836,791","A wisecracking mercenary gets experimented on and becomes immortal yet hideously scarred, and sets out to track down the man who ruined his looks.",293660,"anti hero, mercenary, marvel comic, superhero, based on comic, breaking the fourth wall, aftercreditsstinger, duringcreditsstinger, self healing"
The Angry Birds Movie,2016,97,"Animation, Action, Adventure",PG,6.3,43,"103,237","352,333,929","When an island populated by happy, flightless birds is visited by mysterious green pigs, it's up to three unlikely outcasts to figure out what the pigs are up to.",153518,"island, bird, pig, talking animal, based on video game, anger management, 3d"
Alice Through the Looking Glass,2016,113,"Adventure, Family, Fantasy",PG,6.2,34,"121,564","299,820,798","Alice is appointed to save her beloved Mad Hatter from deadly grief by travelling back to the past, but this means fatally harming Time himself, the noble clockwork man with the device needed to save the Hatter's family from the Red Queen.",241259,"based on novel, clock, queen, sequel, alice in wonderland, dark fantasy, mad hatter, 3d"
The Legend of Tarzan,2016,110,"Action, Adventure, Drama",PG-13,6.2,44,"188,241","357,243,061","Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.",258489,"africa, feral child, tarzan, jungle, animal attack"
Finding Dory,2016,97,"Animation, Adventure, Comedy",PG,7.2,77,"301,949","1,029,266,989",Friendly but forgetful blue tang Dory begins a search for her long-lost parents and everyone learns a few things about the real meaning of family along the way.,127380,"fish, amnesia, sequel, animation, talking animal, anthropomorphism, underwater"
Suicide Squad,2016,123,"Action, Adventure, Fantasy",PG-13,5.9,40,"720,482","749,200,054",A secret government agency recruits some of the most dangerous incarcerated super-villains to form a defensive task force. Their first mission: save the world from the apocalypse.,297761,"dc comics, shared universe, anti hero, secret mission, villain, superhero, supervillain, dc extended universe"
Doctor Strange,2016,115,"Action, Adventure, Fantasy",PG-13,7.5,72,"801,419","677,796,076","While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts.",284052,"magic, marvel comic, superhero, based on comic, sorcerer, doctor, neurosurgeon, wizard, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe"
Central Intelligence,2016,107,"Action, Comedy, Crime",PG-13,6.3,52,"212,108","216,940,871","After he reconnects with an awkward pal from high school through Facebook, a mild-mannered accountant is lured into the world of international espionage.",302699,"spy, cia, espionage, high school reunion, reference to facebook, accountant"
Your Name.,2016,106,"Animation, Drama, Fantasy",PG,8.4,81,"316,972","382,238,181","Two teenagers share a profound, magical connection upon discovering they are swapping bodies. Things manage to become even more complicated when the boy and girl decide to meet in person.",372058,"supernatural, romance, school, star crossed lovers, anime, body switching"
Dangal,2016,161,"Action, Biography, Drama",Not Rated,8.3,,"209,323","303,723,636",Former wrestler Mahavir Singh Phogat and his two wrestler daughters struggle towards glory at the Commonwealth Games in the face of societal oppression.,360814,"biography, wrestling, sport, autobiography"
Moana,2016,107,"Animation, Adventure, Comedy",PG,7.6,81,"375,600","687,228,908","In ancient Polynesia, when a terrible curse incurred by the demigod Maui reaches Moana's island, she answers the Ocean's call to seek out Maui to set things right.",277834,"ocean, sailboat, mythology, island, musical, animation, curse, young girl, sailor, aftercreditsstinger, demigod, polynesia, voyage, pacific  ocean, quest, maui, animal sidekick"
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,112,"Action, Adventure, Comedy",PG-13,5.9,40,"99,556","245,623,848","The Turtles get into another battle with their enemy the Shredder, who has acquired new allies: the mutant thugs Bebop and Rocksteady and the alien being Krang.",308531,"brother brother relationship, turtle, sequel, based on comic, ninja, rat"
